Voltage	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent	avgAbs_J	avgJ	avgCurrent
	YSR-1-25A			YSR-1-25B			YSR-1-25C			YSR-1-25D			YSR-1-25E			YSR-1-25F			YSR-1-25G		
-0.3	3.236	-3.236	-1.26E-05	1.20E-07	-7.20E-08	-2.79E-13	13.818	-8.2905	-3.22E-05	2.2888	-1.3733	-5.33E-06	4.1763	-2.5058	-9.72E-06	4.42E-07	-2.65E-07	-1.03E-12	21.35	-12.81	-4.97E-05
-0.35	3.884	-3.884	-1.51E-05	1.82E-07	-1.09E-07	-4.24E-13	16.585	-9.9508	-3.86E-05	2.7469	-1.6481	-6.39E-06	5.0126	-3.0075	-1.17E-05	4.62E-07	-2.77E-07	-1.08E-12	26.238	-15.743	-6.10E-05
-0.4	4.53	-4.53	-1.75E-05	1.80E-07	-9.90E-08	-3.84E-13	19.352	-11.611	-4.50E-05	3.2047	-1.9228	-7.46E-06	5.8489	-3.5094	-1.36E-05	4.93E-07	-2.96E-07	-1.15E-12	31.075	-18.645	-7.23E-05
-0.45	5.176	-5.176	-2.01E-05	2.44E-07	-7.68E-08	-2.98E-13	22.12	-13.272	-5.15E-05	3.6632	-2.1979	-8.52E-06	6.6856	-4.0114	-1.55E-05	5.05E-07	-3.03E-07	-1.18E-12	35.492	-21.295	-8.26E-05
-0.5	5.82	-5.82	-2.26E-05	2.02E-07	-1.21E-07	-4.69E-13	24.882	-14.929	-5.79E-05	4.1203	-2.4722	-9.60E-06	7.5204	-4.5122	-1.75E-05	5.33E-07	-3.20E-07	-1.24E-12	40.202	-24.121	-9.35E-05
-0.5	6.462	-6.462	-2.51E-05	3.42E-07	-2.05E-07	-7.93E-13	27.645	-16.587	-6.43E-05	4.5774	-2.7465	-1.06E-05	8.3555	-5.0133	-1.95E-05	5.43E-07	-3.26E-07	-1.26E-12	44.642	-26.785	-0.00010389
-0.45	6.462	-6.462	-2.51E-05	5.41E-07	-3.25E-07	-1.26E-12	27.645	-16.587	-6.43E-05	4.5771	-2.7463	-1.06E-05	8.3556	-5.0134	-1.95E-05	3.61E-07	-2.16E-07	-8.40E-13	44.591	-26.754	-0.00010377
-0.4	5.822	-5.822	-2.26E-05	3.66E-07	2.20E-07	8.50E-13	24.883	-14.93	-5.79E-05	4.12	-2.472	-9.60E-06	7.5206	-4.5123	-1.75E-05	1.14E-07	-6.85E-08	-2.65E-13	39.62	-23.772	-9.22E-05
-0.35	5.176	-5.176	-2.01E-05	3.97E-06	-2.22E-06	-8.64E-12	22.121	-13.272	-5.15E-05	3.6632	-2.1979	-8.52E-06	6.6859	-4.0115	-1.55E-05	6.32E-08	-3.52E-08	-1.36E-13	34.761	-20.857	-8.09E-05
-0.3	4.53	-4.53	-1.76E-05	1.84E-06	-9.99E-07	-3.87E-12	19.352	-11.611	-4.50E-05	3.2048	-1.9229	-7.46E-06	5.8492	-3.5095	-1.36E-05	6.48E-08	-8.34E-09	-3.24E-14	30.782	-18.469	-7.16E-05
-0.25	3.884	-3.884	-1.51E-05	9.42E-07	3.94E-07	1.53E-12	16.585	-9.9507	-3.86E-05	2.7469	-1.6481	-6.39E-06	5.0128	-3.0077	-1.17E-05	6.22E-08	1.72E-09	6.52E-15	26.616	-15.97	-6.19E-05
-0.2	3.238	-3.238	-1.26E-05	2.95E-07	1.28E-08	5.04E-14	13.818	-8.2906	-3.22E-05	2.2891	-1.3735	-5.33E-06	4.1765	-2.5059	-9.72E-06	6.88E-08	2.01E-08	7.78E-14	22.881	-13.729	-5.33E-05
-0.15	2.59	-2.59	-1.01E-05	3.82E-07	1.64E-07	6.35E-13	11.056	-6.6336	-2.57E-05	1.8319	-1.0991	-4.26E-06	3.3417	-2.005	-7.78E-06	8.41E-08	3.95E-08	1.53E-13	18.606	-11.163	-4.33E-05
-0.1	1.942	-1.942	-7.54E-06	2.48E-07	2.48E-09	8.60E-15	8.2931	-4.9758	-1.93E-05	1.3744	-0.82462	-3.20E-06	2.5068	-1.5041	-5.84E-06	8.52E-08	5.11E-08	1.98E-13	13.986	-8.3917	-3.26E-05
-0.05	1.296	-1.296	-5.03E-06	2.01E-07	1.21E-07	4.69E-13	5.527	-3.3162	-1.29E-05	0.91622	-0.54973	-2.13E-06	1.6708	-1.0025	-3.89E-06	1.12E-07	6.72E-08	2.61E-13	9.3299	-5.5979	-2.17E-05
0	0.6482	-0.6482	-2.51E-06	1.95E-07	8.46E-08	3.28E-13	2.7605	-1.6563	-6.42E-06	0.45775	-0.27465	-1.06E-06	0.83447	-0.50068	-1.94E-06	1.16E-07	6.96E-08	2.70E-13	4.6608	-2.7965	-1.08E-05
0	2.95E-05	2.95E-05	1.14E-10	1.98E-07	4.95E-08	1.91E-13	0.00014846	8.91E-05	3.45E-10	3.82E-05	2.29E-05	8.91E-11	3.27E-05	1.96E-05	7.61E-11	1.34E-07	8.04E-08	3.12E-13	0.00014643	8.79E-05	3.41E-10
0.05	2.40E-05	2.40E-05	9.32E-11	1.99E-07	6.79E-08	2.64E-13	1.78E-05	1.07E-05	4.15E-11	4.88E-05	2.93E-05	1.14E-10	2.27E-05	1.35E-05	5.26E-11	2.46E-08	-1.24E-08	-4.80E-14	3.33E-05	2.00E-05	7.74E-11
0.1	0.651	0.651	2.52E-06	3.78E-07	-4.38E-08	-1.69E-13	2.7738	1.6643	6.45E-06	0.46005	0.27603	1.07E-06	0.83842	0.50305	1.95E-06	1.70E-07	1.02E-07	3.97E-13	4.6918	2.8151	1.09E-05
0.15	1.302	1.302	5.04E-06	2.87E-07	-2.20E-08	-8.52E-14	5.5405	3.3243	1.29E-05	0.919	0.5514	2.14E-06	1.6745	1.0047	3.90E-06	1.86E-07	1.12E-07	4.34E-13	9.3696	5.6217	2.18E-05
0.2	1.952	1.952	7.56E-06	2.11E-07	1.27E-07	4.92E-13	8.306	4.9836	1.93E-05	1.378	0.8268	3.21E-06	2.5104	1.5062	5.84E-06	2.28E-07	1.37E-07	5.30E-13	14.045	8.4268	3.27E-05
0.25	2.598	2.598	1.01E-05	1.32E-07	7.91E-08	3.07E-13	11.068	6.641	2.58E-05	1.8368	1.1021	4.28E-06	3.3452	2.0071	7.78E-06	2.34E-07	1.40E-07	5.44E-13	18.714	11.228	4.35E-05
0.3	3.246	3.246	1.26E-05	6.99E-07	4.19E-07	1.62E-12	13.829	8.2976	3.22E-05	2.2955	1.3773	5.34E-06	4.1793	2.5076	9.72E-06	2.62E-07	1.57E-07	6.10E-13	23.379	14.028	5.44E-05
0.35	3.894	3.894	1.51E-05	4.66E-07	2.79E-07	1.08E-12	16.596	9.9575	3.86E-05	2.7555	1.6533	6.41E-06	5.0154	3.0092	1.17E-05	3.04E-07	1.82E-07	7.07E-13	28.051	16.831	6.53E-05
0.4	4.542	4.542	1.76E-05	3.23E-07	1.94E-07	7.52E-13	19.363	11.618	4.51E-05	3.216	1.9296	7.48E-06	5.8516	3.511	1.36E-05	3.09E-07	1.85E-07	7.20E-13	32.724	19.634	7.61E-05
0.45	5.19	5.19	2.01E-05	2.43E-07	1.46E-07	5.67E-13	22.131	13.278	5.15E-05	3.6764	2.2059	8.56E-06	6.6879	4.0127	1.56E-05	3.22E-07	1.93E-07	7.50E-13	37.397	22.438	8.70E-05
0.5	5.836	5.836	2.26E-05	1.67E-07	9.99E-08	3.88E-13	24.894	14.937	5.79E-05	4.1367	2.482	9.60E-06	7.523	4.5138	1.75E-05	3.34E-07	2.00E-07	7.78E-13	42.065	25.239	9.79E-05
0.5	6.48	6.48	2.51E-05	2.42E-07	1.45E-07	5.63E-13	27.657	16.594	6.44E-05	4.5972	2.7583	1.07E-05	8.3577	5.0146	1.95E-05	3.55E-07	2.13E-07	8.28E-13	46.728	28.037	0.00010874
0.45	6.48	6.48	2.51E-05	6.36E-08	2.60E-08	1.01E-13	27.657	16.594	6.44E-05	4.5975	2.7585	1.07E-05	8.3575	5.0145	1.95E-05	1.72E-07	1.03E-07	4.00E-13	46.731	28.039	0.00010875
0.4	5.834	5.834	2.26E-05	1.15E-07	-1.92E-08	-7.44E-14	24.895	14.937	5.79E-05	4.1369	2.4821	9.60E-06	7.5227	4.5136	1.75E-05	5.48E-08	-3.29E-08	-1.28E-13	42.074	25.244	9.79E-05
0.35	5.188	5.188	2.01E-05	1.15E-07	-5.51E-08	-2.14E-13	22.132	13.279	5.15E-05	3.6762	2.2057	8.56E-06	6.6877	4.0126	1.56E-05	1.11E-07	-6.64E-08	-2.58E-13	37.414	22.448	8.71E-05
0.3	4.54	4.54	1.76E-05	1.36E-07	-8.14E-08	-3.16E-13	19.364	11.619	4.51E-05	3.2159	1.9295	7.48E-06	5.8513	3.5108	1.36E-05	1.61E-07	-9.65E-08	-3.74E-13	32.737	19.642	7.62E-05
0.25	3.892	3.892	1.51E-05	1.38E-07	-7.16E-08	-2.78E-13	16.597	9.9583	3.86E-05	2.7556	1.6534	6.41E-06	5.0152	3.0091	1.17E-05	1.98E-07	-1.19E-07	-4.62E-13	28.06	16.836	6.53E-05
0.2	3.242	3.242	1.26E-05	1.70E-07	-8.77E-08	-3.40E-13	13.831	8.2983	3.22E-05	2.2957	1.3774	5.34E-06	4.1792	2.5075	9.72E-06	2.21E-07	-1.33E-07	-5.14E-13	23.383	14.03	5.44E-05
0.15	2.598	2.598	1.01E-05	1.76E-07	-6.16E-08	-2.39E-13	11.069	6.6417	2.58E-05	1.8368	1.1021	4.28E-06	3.3451	2.007	7.78E-06	2.38E-07	-1.43E-07	-5.53E-13	18.716	11.23	4.35E-05
0.1	1.952	1.952	7.56E-06	1.03E-06	4.40E-07	1.72E-12	8.307	4.9842	1.93E-05	1.3781	0.82684	3.21E-06	2.5103	1.5062	5.84E-06	2.58E-07	-1.55E-07	-6.01E-13	14.046	8.4276	3.27E-05
0.05	1.3	1.3	5.04E-06	1.05E-06	-6.28E-07	-2.43E-12	5.5413	3.3248	1.29E-05	0.91902	0.55141	2.14E-06	1.6745	1.0047	3.90E-06	2.89E-07	-1.73E-07	-6.71E-13	9.3701	5.6221	2.18E-05
0	0.6508	0.6508	2.52E-06	4.75E-06	-2.85E-06	-1.10E-11	2.7743	1.6646	6.46E-06	0.46006	0.27603	1.07E-06	0.83838	0.50303	1.95E-06	3.03E-07	-1.82E-07	-7.05E-13	4.6922	2.8153	1.09E-05
-0.05	1.30E-05	1.30E-05	5.05E-11	2.31E-06	1.19E-06	4.63E-12	0.00025381	0.00015228	5.90E-10	4.50E-05	2.66E-05	1.03E-10	2.19E-05	1.30E-05	5.03E-11	3.40E-07	-2.04E-07	-7.90E-13	0.00028149	0.00016889	6.56E-10
-0.1	0.648	-0.648	-2.51E-06	4.39E-07	8.50E-08	3.31E-13	2.7612	-1.6567	-6.43E-06	0.45768	-0.27461	-1.06E-06	0.83441	-0.50064	-1.94E-06	3.69E-07	-2.22E-07	-8.59E-13	4.6547	-2.7928	-1.09E-05
-0.15	1.296	-1.296	-5.03E-06	2.15E-07	-6.48E-08	-2.51E-13	5.5285	-3.3171	-1.29E-05	0.91612	-0.54967	-2.13E-06	1.6707	-1.0024	-3.89E-06	3.70E-07	-2.22E-07	-8.63E-13	9.3479	-5.6087	-2.17E-05
-0.2	1.942	-1.942	-7.54E-06	5.71E-07	-3.42E-07	-1.33E-12	8.2952	-4.9771	-1.93E-05	1.3742	-0.82452	-3.20E-06	2.5066	-1.5039	-5.84E-06	3.96E-07	-2.37E-07	-9.22E-13	14.026	-8.4155	-3.26E-05
-0.25	2.59	-2.59	-1.01E-05	1.33E-05	7.79E-06	3.02E-11	11.059	-6.6352	-2.57E-05	1.8317	-1.099	-4.26E-06	3.3414	-2.0048	-7.78E-06	4.19E-07	-2.51E-07	-9.75E-13	18.698	-11.219	-4.35E-05
-0.3	3.238	-3.238	-1.26E-05	1.44E-06	4.03E-07	1.55E-12	13.821	-8.2926	-3.22E-05	2.2888	-1.3733	-5.33E-06	4.1761	-2.5057	-9.72E-06	4.24E-07	-2.54E-07	-9.86E-13	23.368	-14.021	-5.44E-05
-0.35	3.884	-3.884	-1.51E-05	2.05E-07	-4.92E-08	-1.91E-13	16.589	-9.9532	-3.86E-05	2.7466	-1.648	-6.39E-06	5.0124	-3.0074	-1.17E-05	4.52E-07	-2.71E-07	-1.05E-12	28.047	-16.828	-6.53E-05
-0.4	4.53	-4.53	-1.76E-05	7.67E-07	2.20E-07	8.51E-13	19.357	-11.614	-4.50E-05	3.2044	-1.9227	-7.46E-06	5.8487	-3.5092	-1.36E-05	4.94E-07	-2.96E-07	-1.15E-12	32.727	-19.636	-7.62E-05
-0.45	5.176	-5.176	-2.01E-05	5.24E-07	1.66E-07	6.41E-13	22.126	-13.276	-5.15E-05	3.6628	-2.1977	-8.52E-06	6.6854	-4.0112	-1.55E-05	5.00E-07	-3.00E-07	-1.16E-12	37.409	-22.445	-8.71E-05
-0.5	5.822	-5.822	-2.26E-05	4.26E-07	9.73E-08	3.78E-13	24.889	-14.933	-5.79E-05	4.1201	-2.4721	-9.60E-06	7.5202	-4.5121	-1.75E-05	5.10E-07	-3.06E-07	-1.19E-12	42.079	-25.247	-9.79E-05
-0.5	6.464	-6.464	-2.51E-05	1.97E-07	-1.18E-07	-4.58E-13	27.652	-16.591	-6.44E-05	4.5772	-2.7463	-1.06E-05	8.3552	-5.0131	-1.94E-05	5.16E-07	-3.09E-07	-1.20E-12	46.739	-28.044	-0.00010877
-0.45	6.466	-6.466	-2.51E-05	2.05E-07	8.38E-08	3.24E-13	27.652	-16.591	-6.44E-05	4.5773	-2.7464	-1.06E-05	8.3553	-5.0132	-1.94E-05	3.49E-07	-2.09E-07	-8.12E-13	46.74	-28.044	-0.00010877
-0.4	5.822	-5.822	-2.26E-05	2.11E-07	1.27E-07	4.91E-13	24.889	-14.933	-5.79E-05	4.1201	-2.472	-9.60E-06	7.5203	-4.5122	-1.75E-05	1.18E-07	-7.05E-08	-2.74E-13	42.076	-25.245	-9.79E-05
-0.35	5.176	-5.176	-2.01E-05	1.69E-07	1.01E-07	3.93E-13	22.126	-13.276	-5.15E-05	3.6631	-2.1979	-8.52E-06	6.6855	-4.0113	-1.55E-05	5.28E-08	-2.93E-08	-1.13E-13	37.411	-22.447	-8.71E-05
-0.3	4.53	-4.53	-1.76E-05	3.23E-07	-6.29E-08	-2.43E-13	19.357	-11.614	-4.50E-05	3.2048	-1.9229	-7.46E-06	5.8489	-3.5093	-1.36E-05	3.55E-08	-1.32E-08	-5.12E-14	32.729	-19.638	-7.62E-05
-0.25	3.886	-3.886	-1.51E-05	2.34E-07	-3.78E-08	-1.47E-13	16.589	-9.9534	-3.86E-05	2.7469	-1.6482	-6.39E-06	5.0125	-3.0075	-1.17E-05	7.37E-08	2.20E-09	8.90E-15	28.049	-16.829	-6.53E-05
-0.2	3.238	-3.238	-1.26E-05	1.63E-07	2.14E-08	8.35E-14	13.821	-8.2928	-3.22E-05	2.2891	-1.3735	-5.33E-06	4.1762	-2.5057	-9.72E-06	8.27E-08	1.62E-08	6.26E-14	23.37	-14.022	-5.44E-05
-0.15	2.59	-2.59	-1.01E-05	2.55E-07	5.39E-08	2.09E-13	11.059	-6.6354	-2.57E-05	1.832	-1.0992	-4.26E-06	3.3415	-2.0049	-7.78E-06	6.94E-08	3.55E-08	1.38E-13	18.7	-11.22	-4.35E-05
-0.1	1.944	-1.944	-7.55E-06	1.93E-07	-1.04E-08	-4.04E-14	8.2954	-4.9773	-1.93E-05	1.3744	-0.82464	-3.20E-06	2.5066	-1.504	-5.83E-06	1.03E-07	6.18E-08	2.40E-13	14.027	-8.416	-3.26E-05
-0.05	1.296	-1.296	-5.03E-06	2.59E-07	4.29E-08	1.67E-13	5.5286	-3.3171	-1.29E-05	0.91617	-0.5497	-2.13E-06	1.6706	-1.0024	-3.89E-06	9.76E-08	5.85E-08	2.27E-13	9.3482	-5.6089	-2.17E-05
0	0.6482	-0.6482	-2.51E-06	2.10E-07	9.08E-09	3.39E-14	2.7612	-1.6567	-6.43E-06	0.4577	-0.27462	-1.06E-06	0.8344	-0.50064	-1.94E-06	1.68E-07	1.01E-07	3.92E-13	4.6679	-2.8007	-1.09E-05
0	2.53E-05	2.53E-05	9.82E-11	2.73E-07	6.36E-08	2.47E-13	0.00020997	0.00012598	4.90E-10	2.79E-05	1.67E-05	6.49E-11	1.64E-05	9.85E-06	3.81E-11	1.68E-07	1.01E-07	3.91E-13	0.00031978	0.00019187	7.46E-10
0.05	1.54E-05	1.54E-05	5.96E-11	1.86E-07	-8.01E-08	-3.10E-13	0.00010227	6.14E-05	2.39E-10	3.36E-05	2.01E-05	7.81E-11	1.77E-05	1.05E-05	4.08E-11	3.33E-08	-2.00E-08	-7.73E-14	0.00021736	0.00013042	5.06E-10
0.1	0.6512	0.6512	2.52E-06	3.13E-07	7.71E-08	2.99E-13	2.7748	1.6649	6.46E-06	0.45998	0.27599	1.07E-06	0.83836	0.50302	1.95E-06	1.72E-07	1.03E-07	4.01E-13	4.6933	2.816	1.09E-05
0.15	1.302	1.302	5.04E-06	2.24E-07	3.66E-08	1.42E-13	5.5425	3.3255	1.29E-05	0.91892	0.55135	2.14E-06	1.6745	1.0047	3.90E-06	1.79E-07	1.07E-07	4.17E-13	9.372	5.6232	2.18E-05
0.2	1.952	1.952	7.56E-06	2.78E-07	6.54E-08	2.53E-13	8.309	4.9854	1.93E-05	1.378	0.82678	3.21E-06	2.5102	1.5061	5.84E-06	2.35E-07	1.41E-07	5.46E-13	14.048	8.429	3.27E-05
0.25	2.6	2.6	1.01E-05	2.49E-07	5.57E-08	2.16E-13	11.072	6.6434	2.58E-05	1.8368	1.1021	4.28E-06	3.345	2.007	7.78E-06	2.26E-07	1.36E-07	5.27E-13	18.719	11.231	4.35E-05
0.3	3.246	3.246	1.26E-05	2.00E-07	3.61E-08	1.40E-13	13.834	8.3005	3.22E-05	2.2956	1.3774	5.34E-06	4.179	2.5074	9.72E-06	2.74E-07	1.64E-07	6.38E-13	23.388	14.033	5.44E-05
0.35	3.894	3.894	1.51E-05	2.30E-07	-6.41E-08	-2.50E-13	16.602	9.961	3.86E-05	2.7556	1.6534	6.41E-06	5.015	3.009	1.17E-05	2.79E-07	1.68E-07	6.50E-13	28.067	16.84	6.53E-05
0.4	4.544	4.544	1.76E-05	3.23E-07	-1.26E-09	-5.40E-15	19.37	11.622	4.51E-05	3.216	1.9296	7.48E-06	5.8511	3.5107	1.36E-05	3.25E-07	1.95E-07	7.57E-13	32.747	19.648	7.62E-05
0.45	5.19	5.19	2.01E-05	3.04E-07	-8.42E-08	-3.27E-13	22.138	13.283	5.15E-05	3.6767	2.206	8.56E-06	6.6874	4.0125	1.55E-05	3.31E-07	1.99E-07	7.71E-13	37.428	22.457	8.71E-05
0.5	5.836	5.836	2.26E-05	1.68E-07	3.04E-09	1.16E-14	24.902	14.941	5.79E-05	4.1369	2.4821	9.60E-06	7.5224	4.5134	1.75E-05	3.25E-07	1.95E-07	7.57E-13	42.102	25.261	9.80E-05
0.5	6.484	6.484	2.51E-05	2.76E-07	8.70E-08	3.38E-13	27.665	16.599	6.44E-05	4.5976	2.7586	1.07E-05	8.3571	5.0143	1.95E-05	3.34E-07	2.00E-07	7.76E-13	46.759	28.055	0.00010881
0.45	6.484	6.484	2.51E-05	1.55E-07	-7.98E-08	-3.08E-13	27.666	16.599	6.44E-05	4.5975	2.7585	1.07E-05	8.3571	5.0142	1.95E-05	1.79E-07	1.07E-07	4.17E-13	46.759	28.055	0.00010881
0.4	5.836	5.836	2.26E-05	2.50E-07	-1.29E-07	-5.02E-13	24.902	14.941	5.79E-05	4.1369	2.4821	9.60E-06	7.5222	4.5133	1.75E-05	6.96E-08	-3.96E-08	-1.54E-13	42.095	25.257	9.80E-05
0.35	5.19	5.19	2.01E-05	3.07E-07	-1.84E-07	-7.15E-13	22.138	13.283	5.15E-05	3.6764	2.2058	8.56E-06	6.6872	4.0123	1.55E-05	1.00E-07	-6.01E-08	-2.33E-13	37.427	22.456	8.71E-05
0.3	4.542	4.542	1.76E-05	2.01E-07	-1.20E-07	-4.66E-13	19.37	11.622	4.51E-05	3.2159	1.9295	7.48E-06	5.851	3.5106	1.36E-05	2.30E-07	-1.38E-07	-5.34E-13	32.746	19.648	7.62E-05
0.25	3.894	3.894	1.51E-05	2.75E-07	-6.38E-08	-2.46E-13	16.601	9.9609	3.86E-05	2.7555	1.6533	6.41E-06	5.0148	3.0089	1.17E-05	1.94E-07	-1.16E-07	-4.51E-13	28.067	16.84	6.53E-05
0.2	3.244	3.244	1.26E-05	3.88E-07	-7.19E-08	-2.78E-13	13.834	8.3003	3.22E-05	2.2955	1.3773	5.34E-06	4.1788	2.5073	9.72E-06	1.65E-07	-9.87E-08	-3.83E-13	23.388	14.033	5.44E-05
0.15	2.598	2.598	1.01E-05	3.73E-07	-2.03E-07	-7.88E-13	11.072	6.6432	2.58E-05	1.8368	1.1021	4.28E-06	3.3448	2.0069	7.78E-06	4.41E-07	-2.65E-07	-1.03E-12	18.718	11.231	4.35E-05
0.1	1.952	1.952	7.56E-06	3.36E-07	-2.02E-07	-7.82E-13	8.3088	4.9853	1.93E-05	1.3781	0.82684	3.21E-06	2.5101	1.5061	5.84E-06	7.25E-07	1.93E-07	7.49E-13	14.047	8.4281	3.27E-05
0.05	1.3	1.3	5.04E-06	2.07E-07	-7.74E-08	-3.01E-13	5.5424	3.3255	1.29E-05	0.91907	0.55144	2.14E-06	1.6744	1.0046	3.90E-06	5.30E-07	5.08E-08	1.99E-13	9.3699	5.622	2.18E-05
0	0.651	0.651	2.52E-06	3.13E-07	-1.88E-07	-7.28E-13	2.7749	1.6649	6.46E-06	0.46005	0.27603	1.07E-06	0.83836	0.50302	1.95E-06	2.77E-07	-1.66E-07	-6.44E-13	4.6915	2.8149	1.09E-05
-0.05	2.27E-05	2.27E-05	8.83E-11	2.71E-07	-1.63E-07	-6.31E-13	0.00039825	0.00023895	9.28E-10	3.77E-05	2.22E-05	8.62E-11	1.26E-05	7.38E-06	2.86E-11	2.96E-07	-1.78E-07	-6.88E-13	0.00016029	9.62E-05	3.73E-10
-0.1	0.648	-0.648	-2.51E-06	2.81E-07	-1.68E-07	-6.52E-13	2.7614	-1.6569	-6.42E-06	0.45775	-0.27465	-1.07E-06	0.83432	-0.50059	-1.94E-06	3.55E-07	-2.13E-07	-8.27E-13	4.6285	-2.7771	-1.08E-05
-0.15	1.296	-1.296	-5.03E-06	2.74E-07	-1.64E-07	-6.37E-13	5.5291	-3.3175	-1.29E-05	0.91627	-0.54976	-2.13E-06	1.6705	-1.0023	-3.89E-06	3.64E-07	-2.18E-07	-8.47E-13	9.3326	-5.5995	-2.17E-05
-0.2	1.942	-1.942	-7.54E-06	2.45E-07	-1.18E-07	-4.56E-13	8.2962	-4.9777	-1.93E-05	1.3745	-0.82468	-3.20E-06	2.5064	-1.5038	-5.83E-06	4.44E-07	-2.66E-07	-1.03E-12	13.997	-8.3984	-3.26E-05
-0.25	2.59	-2.59	-1.00E-05	5.08E-07	-3.05E-07	-1.18E-12	11.06	-6.636	-2.57E-05	1.8319	-1.0992	-4.26E-06	3.3412	-2.0047	-7.78E-06	4.34E-07	-2.61E-07	-1.01E-12	18.653	-11.192	-4.34E-05
-0.3	3.238	-3.238	-1.26E-05	2.60E-07	-1.56E-07	-6.06E-13	13.822	-8.2935	-3.22E-05	2.289	-1.3734	-5.33E-06	4.1759	-2.5055	-9.72E-06	4.42E-07	-2.65E-07	-1.03E-12	23.308	-13.985	-5.42E-05
-0.35	3.884	-3.884	-1.51E-05	3.38E-07	-2.03E-07	-7.87E-13	16.59	-9.9543	-3.86E-05	2.747	-1.6482	-6.39E-06	5.012	-3.0072	-1.17E-05	4.33E-07	-2.60E-07	-1.01E-12	27.974	-16.784	-6.51E-05
-0.4	4.53	-4.53	-1.76E-05	4.08E-07	-2.45E-07	-9.48E-13	19.359	-11.615	-4.51E-05	3.205	-1.923	-7.46E-06	5.8485	-3.5091	-1.36E-05	4.78E-07	-1.85E-07	-7.17E-13	32.645	-19.587	-7.60E-05
-0.45	5.178	-5.178	-2.01E-05	3.42E-07	-1.98E-08	-7.60E-14	22.128	-13.277	-5.15E-05	3.6631	-2.1979	-8.52E-06	6.6851	-4.0111	-1.55E-05	4.41E-07	-2.64E-07	-1.02E-12	37.314	-22.389	-8.68E-05
-0.5	5.822	-5.822	-2.26E-05	3.35E-07	-1.80E-07	-6.97E-13	24.891	-14.935	-5.79E-05	4.1202	-2.4721	-9.60E-06	7.5198	-4.5119	-1.75E-05	5.45E-07	-3.27E-07	-1.27E-12	41.973	-25.184	-9.77E-05
-0.5	6.464	-6.464	-2.51E-05	5.40E-07	-3.24E-07	-1.25E-12	27.655	-16.593	-6.43E-05	4.5774	-2.7464	-1.06E-05	8.3548	-5.0129	-1.94E-05	5.74E-07	-3.44E-07	-1.34E-12	46.626	-27.976	-0.0001085
-0.45	6.464	-6.464	-2.51E-05	2.81E-07	5.10E-08	1.98E-13	27.656	-16.593	-6.43E-05	4.5774	-2.7464	-1.06E-05	8.3548	-5.0129	-1.94E-05	3.34E-07	-2.00E-07	-7.76E-13	46.629	-27.977	-0.00010851
-0.4	5.822	-5.822	-2.26E-05	1.32E-07	-2.91E-08	-1.13E-13	24.891	-14.935	-5.79E-05	4.12	-2.472	-9.60E-06	7.5198	-4.5119	-1.75E-05	1.17E-07	-7.00E-08	-2.72E-13	41.978	-25.187	-9.77E-05
-0.35	5.178	-5.178	-2.01E-05	2.67E-07	1.28E-08	4.94E-14	22.128	-13.277	-5.15E-05	3.663	-2.1978	-8.52E-06	6.685	-4.011	-1.55E-05	6.69E-08	-4.01E-08	-1.55E-13	37.332	-22.399	-8.69E-05
-0.3	4.53	-4.53	-1.76E-05	2.83E-07	1.29E-07	5.01E-13	19.36	-11.616	-4.51E-05	3.2048	-1.9229	-7.46E-06	5.8484	-3.5091	-1.36E-05	4.64E-08	-1.94E-08	-7.53E-14	32.663	-19.598	-7.60E-05
-0.25	3.886	-3.886	-1.51E-05	1.60E-07	5.66E-08	2.20E-13	16.591	-9.9546	-3.86E-05	2.7468	-1.6481	-6.39E-06	5.0122	-3.0073	-1.17E-05	4.71E-08	8.96E-09	3.48E-14	27.994	-16.796	-6.51E-05
-0.2	3.238	-3.238	-1.26E-05	2.10E-07	3.43E-08	1.34E-13	13.823	-8.294	-3.22E-05	2.2888	-1.3733	-5.33E-06	4.176	-2.5056	-9.72E-06	5.83E-08	1.82E-08	7.09E-14	23.324	-13.995	-5.43E-05
-0.15	2.594	-2.594	-1.01E-05	2.57E-07	1.06E-07	4.12E-13	11.061	-6.6364	-2.57E-05	1.8319	-1.0991	-4.26E-06	3.3413	-2.0048	-7.78E-06	3.21E-07	1.85E-07	7.16E-13	18.663	-11.198	-4.34E-05
-0.1	1.944	-1.944	-7.55E-06	2.08E-07	9.36E-08	3.64E-13	8.2968	-4.9781	-1.93E-05	1.3743	-0.8246	-3.20E-06	2.5064	-1.5038	-5.83E-06	6.74E-07	-3.33E-07	-1.29E-12	13.999	-8.3996	-3.26E-05
-0.05	1.296	-1.296	-5.03E-06	2.20E-07	1.01E-07	3.93E-13	5.5296	-3.3177	-1.29E-05	0.91619	-0.54972	-2.13E-06	1.6706	-1.0023	-3.89E-06	4.37E-06	-2.54E-06	-9.85E-12	9.3304	-5.5982	-2.17E-05
