voltage_Calibrate	absJ_Calibrate	J_Calibrate	current_Calibrate	time_Calibrate
-3.000000E-1	4.170416E+1	-4.170416E+1	-1.617500E-4	3.108691E+1
-3.500000E-1	4.867388E+1	-4.867388E+1	-1.887821E-4	3.127539E+1
-4.000000E-1	5.570916E+1	-5.570916E+1	-2.160685E-4	3.146387E+1
-4.500000E-1	6.273325E+1	-6.273325E+1	-2.433115E-4	3.165137E+1
-5.000000E-1	6.976054E+1	-6.976054E+1	-2.705669E-4	3.183984E+1
-5.000000E-1	6.976095E+1	-6.976095E+1	-2.705685E-4	3.202832E+1
-4.500000E-1	6.273328E+1	-6.273328E+1	-2.433116E-4	3.221582E+1
-4.000000E-1	5.570947E+1	-5.570947E+1	-2.160697E-4	3.240430E+1
-3.500000E-1	4.867427E+1	-4.867427E+1	-1.887836E-4	3.259180E+1
-3.000000E-1	4.170347E+1	-4.170347E+1	-1.617473E-4	3.278027E+1
-2.500000E-1	3.474520E+1	-3.474520E+1	-1.347596E-4	3.296875E+1
-2.000000E-1	2.780071E+1	-2.780071E+1	-1.078253E-4	3.315625E+1
-1.500000E-1	2.086124E+1	-2.086124E+1	-8.091051E-5	3.353613E+1
-1.000000E-1	1.390405E+1	-1.390405E+1	-5.392698E-5	3.372461E+1
-5.000000E-2	6.944033E+0	-6.944033E+0	-2.693250E-5	3.391211E+1
0.000000E+0	3.183679E-4	3.183679E-4	1.234793E-9	3.448730E+1
