voltage_YSR_1_31B	absJ_YSR_1_31B	J_YSR_1_31B	current_YSR_1_31B	time_YSR_1_31B
1.000000E-1	9.472133E-6	9.472133E-6	3.673776E-11	8.662988E+1
5.000000E-2	8.084167E-6	8.084167E-6	3.135452E-11	8.715332E+1
0.000000E+0	6.681105E-6	6.681105E-6	2.591273E-11	8.767676E+1
-5.000000E-2	5.205296E-6	5.205296E-6	2.018879E-11	8.820020E+1
-1.000000E-1	3.902262E-6	3.902262E-6	1.513496E-11	8.872363E+1
-1.500000E-1	2.413198E-6	2.413198E-6	9.359610E-12	8.924707E+1
-2.000000E-1	1.084393E-6	1.084393E-6	4.205830E-12	8.977051E+1
-2.500000E-1	2.563475E-7	-2.563475E-7	-9.942464E-13	9.029395E+1
-3.000000E-1	1.706672E-6	-1.706672E-6	-6.619344E-12	9.081738E+1
-3.500000E-1	3.056932E-6	-3.056932E-6	-1.185634E-11	9.134082E+1
-4.000000E-1	4.476039E-6	-4.476039E-6	-1.736036E-11	9.186426E+1
-4.500000E-1	5.759151E-6	-5.759151E-6	-2.233692E-11	9.238770E+1
-5.000000E-1	7.155017E-6	-7.155017E-6	-2.775080E-11	9.291113E+1
-5.000000E-1	6.921584E-6	-6.921584E-6	-2.684543E-11	9.343457E+1
-4.500000E-1	5.003383E-6	-5.003383E-6	-1.940567E-11	9.395801E+1
-4.000000E-1	3.335385E-6	-3.335385E-6	-1.293632E-11	9.448145E+1
-3.500000E-1	1.764863E-6	-1.764863E-6	-6.845038E-12	9.500488E+1
-3.000000E-1	2.682806E-7	-2.682806E-7	-1.040529E-12	9.552832E+1
-2.500000E-1	1.209409E-6	1.209409E-6	4.690706E-12	9.605176E+1
-2.000000E-1	2.733058E-6	2.733058E-6	1.060019E-11	9.657520E+1
-1.500000E-1	4.055004E-6	4.055004E-6	1.572737E-11	9.709863E+1
-1.000000E-1	5.521000E-6	5.521000E-6	2.141325E-11	9.762207E+1
-5.000000E-2	6.929079E-6	6.929079E-6	2.687450E-11	9.814551E+1
0.000000E+0	8.287467E-6	8.287467E-6	3.214302E-11	9.866895E+1
0.000000E+0	8.096999E-6	8.096999E-6	3.140429E-11	9.919336E+1
5.000000E-2	9.509633E-6	9.509633E-6	3.688320E-11	9.971680E+1
1.000000E-1	1.095689E-5	1.095689E-5	4.249642E-11	1.002402E+2
1.500000E-1	1.234174E-5	1.234174E-5	4.786754E-11	1.007637E+2
2.000000E-1	1.369077E-5	1.369077E-5	5.309980E-11	1.012871E+2
2.500000E-1	1.513984E-5	1.513984E-5	5.872001E-11	1.018105E+2
3.000000E-1	1.605348E-5	1.605348E-5	6.226356E-11	1.023340E+2
3.500000E-1	1.678004E-5	1.678004E-5	6.508154E-11	1.028574E+2
4.000000E-1	1.786031E-5	1.786031E-5	6.927137E-11	1.034629E+2
4.500000E-1	1.758693E-5	1.758693E-5	6.821107E-11	1.043584E+2
5.000000E-1	2.031793E-5	2.031793E-5	7.880330E-11	1.049648E+2
5.000000E-1	1.808725E-5	1.808725E-5	7.015157E-11	1.058594E+2
4.500000E-1	1.828479E-5	1.828479E-5	7.091772E-11	1.064658E+2
4.000000E-1	1.668918E-5	1.668918E-5	6.472914E-11	1.073613E+2
3.500000E-1	1.617410E-5	1.617410E-5	6.273140E-11	1.078848E+2
3.000000E-1	1.498468E-5	1.498468E-5	5.811823E-11	1.084082E+2
2.500000E-1	1.339260E-5	1.339260E-5	5.194333E-11	1.089316E+2
2.000000E-1	1.183499E-5	1.183499E-5	4.590214E-11	1.094551E+2
1.500000E-1	1.047702E-5	1.047702E-5	4.063522E-11	1.099785E+2
1.000000E-1	9.003577E-6	9.003577E-6	3.492046E-11	1.105020E+2
5.000000E-2	7.610717E-6	7.610717E-6	2.951824E-11	1.110254E+2
0.000000E+0	6.251458E-6	6.251458E-6	2.424634E-11	1.115488E+2
-5.000000E-2	4.826215E-6	4.826215E-6	1.871852E-11	1.120723E+2
-1.000000E-1	3.556108E-6	3.556108E-6	1.379240E-11	1.125957E+2
-1.500000E-1	2.097342E-6	2.097342E-6	8.134562E-12	1.131191E+2
-2.000000E-1	8.341431E-7	8.341431E-7	3.235232E-12	1.136426E+2
-2.500000E-1	5.547095E-7	-5.547095E-7	-2.151446E-12	1.141660E+2
-3.000000E-1	1.951401E-6	-1.951401E-6	-7.568529E-12	1.146895E+2
-3.500000E-1	3.199964E-6	-3.199964E-6	-1.241109E-11	1.152129E+2
-4.000000E-1	4.635425E-6	-4.635425E-6	-1.797854E-11	1.157363E+2
-4.500000E-1	5.876123E-6	-5.876123E-6	-2.279060E-11	1.162598E+2
-5.000000E-1	7.279031E-6	-7.279031E-6	-2.823179E-11	1.167832E+2
-5.000000E-1	6.998769E-6	-6.998769E-6	-2.714479E-11	1.173066E+2
-4.500000E-1	5.117314E-6	-5.117314E-6	-1.984755E-11	1.178301E+2
-4.000000E-1	3.464222E-6	-3.464222E-6	-1.343602E-11	1.183535E+2
-3.500000E-1	1.896570E-6	-1.896570E-6	-7.355866E-12	1.188770E+2
-3.000000E-1	4.535846E-7	-4.535846E-7	-1.759232E-12	1.194004E+2
-2.500000E-1	9.975058E-7	9.975058E-7	3.868836E-12	1.199238E+2
-2.000000E-1	2.490364E-6	2.490364E-6	9.658899E-12	1.204473E+2
-1.500000E-1	3.822479E-6	3.822479E-6	1.482552E-11	1.209707E+2
