Voltage,Abs_J (Current Density),J (Current Density),Current,Time
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,6.80E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,6.82E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,6.83E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,6.85E+01
-5.00E-01,6.47E+00,-6.47E+00,-2.51E-05,6.87E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,6.89E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,6.91E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,6.93E+01
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,6.95E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,6.97E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,6.98E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.54E-06,7.02E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,7.04E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,7.06E+01
0.00E+00,3.89E-05,3.89E-05,1.51E-10,7.12E+01
0.00E+00,6.59E-06,6.59E-06,2.55E-11,7.21E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,7.29E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,7.31E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,7.33E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,7.34E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,7.40E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,7.42E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,7.44E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,7.46E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,7.48E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,7.50E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,7.51E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,7.53E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,7.55E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,7.57E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,7.59E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,7.61E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,7.63E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,7.67E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,7.68E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,7.70E+01
0.00E+00,1.08E-05,1.08E-05,4.20E-11,7.83E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,7.91E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,7.93E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,7.95E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,7.97E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,8.03E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,8.04E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,8.06E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,8.08E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,8.10E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,8.12E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,8.14E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,8.16E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,8.18E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,8.19E+01
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,8.21E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,8.23E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,8.25E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.54E-06,8.29E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,8.31E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,8.33E+01
0.00E+00,4.04E-05,4.04E-05,1.57E-10,8.39E+01
0.00E+00,2.62E-05,2.62E-05,1.02E-10,8.41E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,8.48E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,8.50E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,8.52E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,8.54E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,8.60E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,8.62E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,8.64E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,8.65E+01
4.50E-01,5.84E+00,5.84E+00,2.26E-05,8.67E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,8.69E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,8.71E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,8.73E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,8.75E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,8.77E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,8.79E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,8.80E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,8.82E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,8.86E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,8.88E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,8.90E+01
0.00E+00,1.02E-05,1.02E-05,3.95E-11,9.03E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,9.11E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,9.13E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,9.14E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,9.16E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,9.22E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,9.24E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,9.26E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,9.28E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,9.30E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,9.32E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,9.33E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,9.35E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,9.37E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,9.39E+01
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,9.41E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,9.43E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,9.45E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.54E-06,9.49E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,9.50E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,9.52E+01
0.00E+00,3.06E-05,3.06E-05,1.19E-10,9.58E+01
0.00E+00,3.27E-05,3.27E-05,1.27E-10,9.60E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,9.68E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,9.70E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,9.72E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,9.74E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,9.79E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,9.81E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,9.83E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,9.85E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,9.87E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,9.89E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,9.91E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,9.93E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,9.94E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,9.96E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,9.98E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,1.00E+02
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.00E+02
1.50E-01,1.95E+00,1.95E+00,7.56E-06,1.01E+02
1.00E-01,1.30E+00,1.30E+00,5.04E-06,1.01E+02
5.00E-02,6.51E-01,6.51E-01,2.52E-06,1.01E+02
0.00E+00,1.05E-05,1.05E-05,4.06E-11,1.02E+02
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,1.03E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.03E+02
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,1.03E+02
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,1.04E+02
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,1.04E+02
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,1.04E+02
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,1.05E+02
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,1.05E+02
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,1.05E+02
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,1.05E+02
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,1.05E+02
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,1.05E+02
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,1.06E+02
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,1.06E+02
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,1.06E+02
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,1.06E+02
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,1.06E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.55E-06,1.07E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.07E+02
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,1.07E+02
0.00E+00,7.52E-06,7.52E-06,2.92E-11,1.09E+02
0.00E+00,5.28E-06,5.28E-06,2.05E-11,1.09E+02
5.00E-02,6.51E-01,6.51E-01,2.53E-06,1.10E+02
1.00E-01,1.30E+00,1.30E+00,5.04E-06,1.10E+02
1.50E-01,1.95E+00,1.95E+00,7.56E-06,1.10E+02
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.10E+02
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.11E+02
3.00E-01,3.89E+00,3.89E+00,1.51E-05,1.11E+02
3.50E-01,4.54E+00,4.54E+00,1.76E-05,1.11E+02
4.00E-01,5.19E+00,5.19E+00,2.01E-05,1.11E+02
4.50E-01,5.84E+00,5.84E+00,2.26E-05,1.12E+02
5.00E-01,6.48E+00,6.48E+00,2.51E-05,1.12E+02
5.00E-01,6.48E+00,6.48E+00,2.51E-05,1.12E+02
4.50E-01,5.83E+00,5.83E+00,2.26E-05,1.12E+02
4.00E-01,5.19E+00,5.19E+00,2.01E-05,1.12E+02
3.50E-01,4.54E+00,4.54E+00,1.76E-05,1.13E+02
3.00E-01,3.89E+00,3.89E+00,1.51E-05,1.13E+02
2.50E-01,3.24E+00,3.24E+00,1.26E-05,1.13E+02
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.13E+02
1.50E-01,1.95E+00,1.95E+00,7.56E-06,1.14E+02
1.00E-01,1.30E+00,1.30E+00,5.04E-06,1.14E+02
5.00E-02,6.51E-01,6.51E-01,2.52E-06,1.14E+02
0.00E+00,3.27E-05,3.27E-05,1.27E-10,1.15E+02
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,1.15E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.16E+02
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,1.16E+02
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,1.16E+02
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,1.16E+02
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,1.17E+02
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,1.17E+02
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,1.17E+02
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,1.17E+02
-5.00E-01,6.47E+00,-6.47E+00,-2.51E-05,1.17E+02
-5.00E-01,6.47E+00,-6.47E+00,-2.51E-05,1.18E+02
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,1.18E+02
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,1.18E+02
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,1.18E+02
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,1.18E+02
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,1.19E+02
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,1.19E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.55E-06,1.19E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.19E+02
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,1.19E+02
0.00E+00,7.82E-06,7.82E-06,3.03E-11,1.21E+02
0.00E+00,7.58E-06,7.58E-06,2.94E-11,0.00E+00
5.00E-02,6.52E-01,6.52E-01,2.53E-06,7.70E-01
1.00E-01,1.30E+00,1.30E+00,5.05E-06,9.57E-01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,1.15E+00
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.33E+00
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.91E+00
3.00E-01,3.90E+00,3.90E+00,1.51E-05,2.10E+00
3.50E-01,4.55E+00,4.55E+00,1.76E-05,2.29E+00
4.00E-01,5.20E+00,5.20E+00,2.02E-05,2.47E+00
4.50E-01,5.85E+00,5.85E+00,2.27E-05,2.66E+00
5.00E-01,6.49E+00,6.49E+00,2.52E-05,2.85E+00
5.00E-01,6.49E+00,6.49E+00,2.52E-05,3.04E+00
4.50E-01,5.85E+00,5.85E+00,2.27E-05,3.23E+00
4.00E-01,5.20E+00,5.20E+00,2.02E-05,3.41E+00
3.50E-01,4.55E+00,4.55E+00,1.76E-05,3.60E+00
3.00E-01,3.90E+00,3.90E+00,1.51E-05,3.79E+00
2.50E-01,3.25E+00,3.25E+00,1.26E-05,3.98E+00
2.00E-01,2.60E+00,2.60E+00,1.01E-05,4.17E+00
1.50E-01,1.95E+00,1.95E+00,7.57E-06,4.55E+00
1.00E-01,1.30E+00,1.30E+00,5.05E-06,4.74E+00
5.00E-02,6.52E-01,6.52E-01,2.53E-06,4.92E+00
0.00E+00,1.03E-05,1.03E-05,3.99E-11,6.24E+00
-5.00E-02,6.49E-01,-6.49E-01,-2.52E-06,7.01E+00
-1.00E-01,1.30E+00,-1.30E+00,-5.04E-06,7.19E+00
-1.50E-01,1.95E+00,-1.95E+00,-7.56E-06,7.38E+00
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,7.57E+00
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,8.15E+00
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,8.33E+00
-3.50E-01,4.54E+00,-4.54E+00,-1.76E-05,8.52E+00
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,8.71E+00
-4.50E-01,5.84E+00,-5.84E+00,-2.26E-05,8.90E+00
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,9.09E+00
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,9.27E+00
-4.50E-01,5.84E+00,-5.84E+00,-2.26E-05,9.46E+00
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,9.65E+00
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,9.84E+00
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.00E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.02E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.04E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,1.08E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,1.10E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.12E+01
0.00E+00,8.48E-06,8.48E-06,3.29E-11,1.25E+01
0.00E+00,5.20E-06,5.20E-06,2.02E-11,1.30E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,1.38E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,1.40E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,1.41E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.43E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.49E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,1.51E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,1.53E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,1.55E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.57E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.58E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.60E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.62E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,1.64E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,1.66E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,1.68E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.70E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.72E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,1.75E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,1.77E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,1.79E+01
0.00E+00,4.01E-05,4.01E-05,1.55E-10,1.85E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.93E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.04E-06,1.95E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,1.97E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.99E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,2.04E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,2.06E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,2.08E+01
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,2.10E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,2.12E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,2.14E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,2.16E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,2.18E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,2.19E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,2.21E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,2.23E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,2.25E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,2.27E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,2.31E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,2.33E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,2.35E+01
0.00E+00,3.39E-05,3.39E-05,1.31E-10,2.41E+01
0.00E+00,2.62E-05,2.62E-05,1.02E-10,2.43E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,2.50E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,2.52E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,2.54E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,2.56E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,2.62E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,2.64E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,2.65E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,2.67E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,2.69E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,2.71E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,2.73E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,2.75E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,2.77E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,2.79E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,2.80E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,2.82E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,2.84E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,2.88E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,2.90E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,2.92E+01
0.00E+00,9.62E-06,9.62E-06,3.73E-11,3.05E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,3.13E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,3.15E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,3.16E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,3.18E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,3.24E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,3.26E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,3.28E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,3.30E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,3.32E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,3.33E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,3.35E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,3.37E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,3.39E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,3.41E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,3.43E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,3.45E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,3.47E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,3.50E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,3.52E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,3.54E+01
0.00E+00,8.08E-06,8.08E-06,3.14E-11,3.67E+01
0.00E+00,5.21E-06,5.21E-06,2.02E-11,3.73E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,3.80E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,3.82E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,3.84E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,3.86E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,3.92E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,3.94E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,3.95E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,3.97E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,3.99E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,4.01E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,4.03E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,4.05E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,4.07E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,4.09E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,4.10E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,4.12E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,4.14E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,4.18E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,4.20E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,4.22E+01
0.00E+00,3.58E-05,3.58E-05,1.39E-10,4.28E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,4.36E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,4.37E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,4.39E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,4.41E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,4.47E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,4.49E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,4.51E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,4.53E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,4.55E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,4.56E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,4.58E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,4.60E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,4.62E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,4.64E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,4.66E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,4.68E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,4.70E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,4.73E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,4.75E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,4.77E+01
0.00E+00,2.89E-05,2.89E-05,1.12E-10,4.83E+01
0.00E+00,2.86E-05,2.86E-05,1.11E-10,4.85E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,4.93E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,4.95E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,4.97E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,4.98E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,5.04E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,5.06E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,5.08E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,5.10E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,5.12E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,5.14E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,5.16E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,5.17E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,5.19E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,5.21E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,5.23E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,5.25E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,5.27E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,5.31E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,5.33E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,5.34E+01
0.00E+00,1.04E-05,1.04E-05,4.03E-11,5.48E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,5.55E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,5.57E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,5.59E+01
